Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge
Female,26,No,0,0,54,,Yes,11.76,Yes,Yes,Fiber Optic,52.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.1
Female,39,No,0,0,62,Offer B,Yes,36.84,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,115.05
Male,21,No,0,0,33,,Yes,14.48,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.35
Female,26,No,0,0,8,Offer E,Yes,19.68,Yes,Yes,Fiber Optic,41.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.35
Female,44,No,0,0,24,,Yes,25.81,Yes,Yes,Fiber Optic,3.0,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.35
Female,79,Yes,0,8,26,Offer C,Yes,18.66,Yes,Yes,Fiber Optic,11.0,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,98.1
Female,66,No,0,0,4,,Yes,8.75,Yes,Yes,Fiber Optic,4.0,Yes,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,80.25
Female,29,No,0,0,6,Offer E,Yes,6.98,No,Yes,Cable,30.0,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,55.15
Female,38,Yes,1,3,72,,Yes,32.23,No,Yes,Fiber Optic,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,109.5
Female,73,No,0,0,13,,Yes,40.37,No,Yes,Fiber Optic,21.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.3
Female,64,No,0,0,23,,Yes,3.55,Yes,Yes,Fiber Optic,4.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.05
Female,21,No,0,0,8,Offer E,Yes,1.28,Yes,Yes,Fiber Optic,42.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.6
Female,78,No,0,0,49,,Yes,35.65,No,Yes,DSL,3.0,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,43.8
Male,21,Yes,2,5,70,Offer A,Yes,40.77,Yes,Yes,Fiber Optic,71.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,116.55
Male,43,Yes,0,1,5,,Yes,39.36,No,Yes,Fiber Optic,24.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.45
Male,29,No,3,0,41,,Yes,30.58,No,Yes,Fiber Optic,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.15
Male,80,Yes,0,9,50,,Yes,14.49,Yes,Yes,Fiber Optic,17.0,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,101.9
Male,41,No,0,0,69,Offer A,Yes,49.35,Yes,Yes,Fiber Optic,30.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,97.65
Female,31,Yes,2,6,2,Offer E,No,0.0,No,Yes,DSL,20.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,30.25
Male,50,Yes,0,1,42,Offer B,Yes,34.65,Yes,Yes,Fiber Optic,9.0,No,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,99.45
Male,47,No,0,0,55,Offer B,Yes,27.65,No,Yes,Cable,26.0,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,64.2
Female,56,No,0,0,3,,Yes,5.63,No,Yes,Fiber Optic,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15
Male,48,Yes,0,1,53,Offer B,Yes,15.77,No,Yes,Fiber Optic,9.0,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.25
Female,30,No,0,0,2,,Yes,26.87,Yes,Yes,Fiber Optic,52.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9
Female,29,Yes,5,3,53,,Yes,31.99,No,Yes,DSL,59.0,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,60.6
Male,27,Yes,1,1,72,Offer A,Yes,35.33,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.75
Female,32,Yes,0,0,8,Offer E,Yes,26.41,Yes,Yes,Fiber Optic,16.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.2
Male,20,Yes,1,5,29,,Yes,24.64,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.65
Female,46,Yes,0,1,26,Offer C,Yes,25.63,Yes,Yes,DSL,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,90.1
Male,33,Yes,0,6,23,,Yes,13.79,Yes,Yes,Cable,17.0,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,59.7
Male,42,Yes,0,3,11,Offer D,Yes,11.5,Yes,Yes,Fiber Optic,27.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5
Male,32,Yes,3,5,40,Offer B,Yes,13.86,Yes,Yes,DSL,75.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.55
Female,44,Yes,0,1,53,,Yes,30.09,No,Yes,Fiber Optic,11.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106.1
Male,45,No,0,0,9,Offer E,Yes,32.31,No,Yes,Cable,24.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,68.25
Female,32,Yes,2,4,49,,Yes,33.07,No,Yes,DSL,23.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,87.2
Male,42,Yes,0,5,67,Offer A,Yes,17.4,Yes,Yes,Fiber Optic,11.0,No,Yes,Yes,No,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,93.15
Female,51,No,0,0,1,,Yes,10.08,No,Yes,Fiber Optic,18.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.2
Male,53,Yes,0,1,1,,Yes,35.15,No,Yes,Fiber Optic,14.0,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,76.2
Female,20,No,3,0,4,Offer E,Yes,38.97,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,25.45
Male,71,Yes,0,0,21,,Yes,22.3,No,Yes,Fiber Optic,9.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,86.55
Female,45,Yes,0,0,23,,Yes,38.81,No,Yes,Fiber Optic,28.0,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.8
Male,38,No,0,0,38,,Yes,22.23,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1
Male,40,No,0,0,1,,Yes,9.66,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.8
Male,43,No,0,0,31,,Yes,37.07,Yes,Yes,Fiber Optic,23.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45
Male,42,Yes,1,1,14,,Yes,45.6,No,Yes,Cable,19.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,65.45
Female,25,No,0,0,3,,No,0.0,No,Yes,DSL,46.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,34.8
Female,23,No,0,0,23,,Yes,19.96,No,Yes,Fiber Optic,76.0,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.2
Male,61,No,0,0,45,,Yes,10.36,No,Yes,DSL,6.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.95
Female,38,Yes,2,1,70,Offer A,Yes,48.44,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.8
Female,23,No,0,0,2,,Yes,4.92,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,18.75
Female,60,Yes,0,8,72,Offer A,Yes,26.98,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,26.0
Female,33,No,0,0,18,,Yes,34.21,Yes,Yes,Fiber Optic,19.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.1
Female,27,Yes,0,8,2,Offer E,Yes,36.05,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.85
Female,80,No,0,0,45,Offer B,Yes,18.46,Yes,Yes,Cable,3.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,70.05
Female,44,No,0,0,1,Offer E,Yes,26.37,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.3
Female,29,No,0,0,27,,Yes,1.31,No,Yes,Cable,53.0,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,56.15
Female,40,Yes,0,9,41,Offer B,Yes,8.44,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.65
Male,74,No,0,0,1,,Yes,3.84,Yes,Yes,Fiber Optic,13.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,76.45
Male,50,No,0,0,47,,Yes,47.73,Yes,Yes,Fiber Optic,25.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,100.75
Male,40,Yes,2,9,50,,Yes,26.98,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.35
Male,36,No,0,0,3,,No,0.0,No,Yes,DSL,18.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.75
Male,34,Yes,0,3,6,,Yes,8.59,Yes,Yes,Fiber Optic,28.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.85
Female,61,No,0,0,18,,Yes,19.93,No,Yes,Fiber Optic,26.0,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,77.8
Female,24,Yes,0,5,53,,Yes,40.62,No,Yes,Fiber Optic,73.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.85
Male,28,No,0,0,18,Offer D,Yes,38.73,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1
Male,55,Yes,3,3,71,Offer A,Yes,25.02,Yes,Yes,Fiber Optic,53.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.55
Male,28,No,0,0,26,Offer C,Yes,29.07,No,Yes,Cable,42.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.45
Male,73,Yes,0,5,69,,Yes,49.91,Yes,Yes,Fiber Optic,13.0,No,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.35
Female,69,No,0,0,30,,Yes,45.88,Yes,Yes,Fiber Optic,19.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,91.7
Male,55,Yes,0,7,31,,Yes,29.06,Yes,Yes,DSL,22.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,75.25
Male,31,Yes,0,3,51,Offer B,Yes,29.4,Yes,Yes,Fiber Optic,21.0,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,106.8
Male,58,Yes,3,8,28,,No,0.0,No,Yes,DSL,52.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,60.0
Male,29,Yes,0,5,39,Offer C,Yes,40.25,No,Yes,Fiber Optic,19.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,86.3
Female,44,No,0,0,18,Offer D,Yes,15.01,No,Yes,Fiber Optic,22.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.4
Male,55,No,0,0,62,Offer B,Yes,41.13,Yes,Yes,Cable,12.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,69.4
Male,62,Yes,3,8,70,,Yes,32.38,Yes,Yes,Fiber Optic,53.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,97.55
Male,65,Yes,0,8,41,Offer B,No,0.0,No,Yes,Cable,9.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,53.95
Male,70,Yes,0,2,70,Offer A,Yes,14.48,No,Yes,Fiber Optic,7.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,105.35
Female,49,Yes,0,10,63,Offer B,Yes,20.37,Yes,Yes,Fiber Optic,26.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.75
Female,48,No,0,0,4,Offer E,No,0.0,No,Yes,Cable,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,24.25
Male,40,No,0,0,14,,Yes,33.5,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,24.8
Male,44,No,0,0,2,,Yes,37.29,Yes,Yes,Cable,20.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.05
Male,58,Yes,0,0,72,,Yes,43.12,Yes,Yes,Fiber Optic,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.8
Male,61,Yes,0,1,53,,No,0.0,No,Yes,DSL,13.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,60.45
Female,69,No,0,0,67,Offer A,Yes,2.57,No,Yes,Fiber Optic,21.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,92.45
Male,35,Yes,2,4,46,,Yes,14.91,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,20.1
Female,64,Yes,0,1,6,,Yes,36.12,Yes,Yes,Fiber Optic,23.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.5
Male,63,Yes,0,1,1,Offer E,Yes,44.73,Yes,Yes,Fiber Optic,3.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.6
Female,80,No,0,0,57,Offer B,Yes,36.89,Yes,Yes,Fiber Optic,17.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,101.3
Male,69,No,0,0,24,Offer C,Yes,30.87,Yes,Yes,Fiber Optic,15.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.1
Male,23,No,0,0,17,Offer D,Yes,25.91,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.95
Female,32,No,0,0,47,Offer B,Yes,2.45,No,Yes,Fiber Optic,13.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.7
Male,80,Yes,2,5,22,,No,0.0,No,Yes,Cable,18.0,Yes,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Mailed Check,40.05
Male,45,Yes,3,1,68,Offer A,Yes,35.89,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.95
Male,75,No,0,0,8,Offer E,Yes,40.45,Yes,Yes,Fiber Optic,29.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6
Male,36,No,0,0,44,,Yes,1.4,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.4
Male,27,Yes,0,1,53,Offer B,Yes,31.24,Yes,Yes,Fiber Optic,73.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,93.9
Male,19,Yes,1,1,30,,Yes,10.24,Yes,Yes,Fiber Optic,48.0,No,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,83.55
Male,48,No,0,0,42,,Yes,25.69,Yes,Yes,Fiber Optic,13.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.3
Male,60,Yes,2,5,39,,Yes,13.8,No,Yes,DSL,13.0,Yes,Yes,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,59.8
Female,22,No,0,0,34,,Yes,20.75,No,Yes,DSL,27.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,67.65
Female,33,No,0,0,7,Offer E,Yes,48.82,Yes,Yes,Cable,19.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.65
Male,31,No,0,0,67,,Yes,4.72,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.8
Female,37,No,0,0,29,,Yes,44.33,No,Yes,Fiber Optic,7.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.9
Male,39,No,0,0,58,,Yes,48.78,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.3
Female,54,No,0,0,5,,Yes,28.2,Yes,Yes,Fiber Optic,29.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5
Male,31,Yes,3,4,67,Offer A,Yes,13.26,No,Yes,Fiber Optic,76.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,103.15
Female,53,Yes,2,2,48,Offer B,Yes,36.18,No,Yes,Fiber Optic,29.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.7
Female,20,No,0,0,25,Offer C,No,0.0,No,Yes,Cable,59.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.25
Male,20,No,0,0,20,Offer D,Yes,31.02,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.4
Female,63,No,0,0,4,Offer E,Yes,43.32,Yes,Yes,Fiber Optic,20.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.65
Female,75,No,0,0,2,,Yes,9.55,No,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2
Female,62,No,0,0,39,,Yes,6.77,No,Yes,DSL,17.0,No,No,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,59.3
Female,48,Yes,0,4,45,Offer B,Yes,22.49,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,25.9
Male,19,Yes,0,1,2,Offer E,Yes,20.5,No,Yes,Fiber Optic,51.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,76.4
Male,28,No,0,0,9,,Yes,4.02,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,19.9
Female,27,No,0,0,14,,Yes,36.25,No,Yes,Fiber Optic,52.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,71.0
Female,45,No,0,0,18,Offer D,No,0.0,No,Yes,DSL,11.0,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,35.2
Male,41,No,0,0,8,Offer E,Yes,30.8,No,Yes,DSL,27.0,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,66.65
Male,73,Yes,0,4,72,Offer A,Yes,33.68,Yes,Yes,DSL,10.0,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,77.35
Female,39,Yes,0,1,5,,Yes,14.9,Yes,Yes,DSL,4.0,No,No,Yes,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,67.95
Female,69,No,0,0,41,,Yes,14.61,No,Yes,Fiber Optic,9.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.1
Male,50,Yes,0,3,36,,Yes,5.99,Yes,Yes,Fiber Optic,6.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.0
Female,40,No,0,0,21,Offer D,Yes,22.29,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.85
Female,51,No,0,0,58,Offer B,Yes,46.7,Yes,Yes,Fiber Optic,19.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,107.75
Female,27,Yes,0,5,54,,Yes,29.66,Yes,Yes,Cable,76.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,91.3
Female,45,No,2,0,50,Offer B,Yes,36.11,No,Yes,Fiber Optic,20.0,No,No,No,No,No,No,No,Yes,Two Year,No,Credit Card,70.35
Male,75,Yes,0,10,59,,Yes,4.21,No,Yes,Fiber Optic,21.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,82.95
Female,68,Yes,0,5,68,,Yes,1.98,Yes,Yes,Fiber Optic,19.0,Yes,Yes,No,No,No,Yes,No,Yes,One Year,Yes,Credit Card,96.55
Male,59,Yes,1,10,42,Offer B,Yes,32.02,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.7
Male,61,No,0,0,18,,Yes,7.56,No,Yes,Fiber Optic,20.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,101.3
Male,54,Yes,2,8,6,Offer E,Yes,23.73,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85
Female,23,No,0,0,12,Offer D,Yes,49.25,Yes,Yes,DSL,47.0,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.85
Female,54,Yes,0,3,49,Offer B,Yes,13.13,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.0
Female,37,No,0,0,2,,Yes,38.28,Yes,Yes,Fiber Optic,18.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.9
Male,39,No,0,0,68,,Yes,32.67,Yes,Yes,Fiber Optic,3.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,117.2
Male,70,Yes,0,1,17,,Yes,9.5,No,Yes,Fiber Optic,16.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,81.5
Male,68,Yes,0,1,47,,Yes,8.97,Yes,Yes,Fiber Optic,19.0,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.05
Female,44,No,0,0,33,,Yes,16.57,Yes,Yes,Fiber Optic,30.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.0
Male,59,Yes,1,1,19,Offer D,Yes,11.75,No,Yes,Cable,21.0,Yes,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,48.95
Female,31,No,0,0,11,Offer D,Yes,46.49,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.0
Female,75,No,0,0,14,,Yes,35.07,Yes,Yes,Fiber Optic,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.3
Male,46,Yes,2,4,7,,No,0.0,No,Yes,DSL,28.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,49.65
Female,33,Yes,2,0,71,Offer A,Yes,4.15,Yes,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.45
Male,39,Yes,1,0,27,,Yes,14.07,Yes,Yes,Fiber Optic,15.0,Yes,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,100.75
Female,72,No,0,0,69,,Yes,23.4,Yes,Yes,Fiber Optic,27.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,110.25
Female,65,No,0,0,38,,Yes,4.09,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,20.2
Female,49,Yes,1,7,64,Offer B,Yes,21.16,Yes,Yes,Fiber Optic,23.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,110.3
Female,35,No,0,0,4,,Yes,37.66,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35
Male,52,No,0,0,30,Offer C,Yes,24.73,No,Yes,Fiber Optic,20.0,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,84.3
Male,35,No,0,0,37,,Yes,38.43,No,Yes,Cable,30.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,65.6
Female,64,No,0,0,3,,Yes,31.81,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.2
Female,52,No,3,0,19,Offer D,Yes,36.48,No,Yes,DSL,20.0,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.6
Female,40,Yes,3,3,68,,Yes,14.11,Yes,Yes,Fiber Optic,57.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,111.75
Female,33,No,0,0,29,,Yes,10.67,Yes,Yes,Fiber Optic,12.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,100.55
Male,52,Yes,0,1,72,,Yes,28.86,Yes,Yes,Fiber Optic,8.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.15
Male,32,No,0,0,33,Offer C,Yes,34.85,No,Yes,Fiber Optic,27.0,No,Yes,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,80.6
Female,45,Yes,1,7,13,,Yes,5.58,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.75
Male,37,Yes,0,1,32,,Yes,5.99,No,Yes,Fiber Optic,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75
Male,79,Yes,0,8,13,Offer D,Yes,48.15,Yes,Yes,Fiber Optic,6.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Credit Card,93.8
Male,19,No,0,0,3,,Yes,1.57,No,No,No Internet,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.25
